target_transform,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__model__C,param_regressor__model__epsilon,param_regressor__model__kernel,param_regressor__model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
log1p,113.07430491447448,9.618444782256303,1.7299978733062744,0.10715161969258871,10.0,0.5,linear,,"{'regressor__model__C': 10.0, 'regressor__model__epsilon': 0.5, 'regressor__model__kernel': 'linear'}",-21.014126070469423,-21.210502665958426,-21.92153388682466,-21.404688722632457,-21.184284053296462,-21.347027079836288,0.31283549243506215,13
log1p,61.66816291809082,2.5510394617383385,1.0203604221343994,0.10738526562554174,10.0,1.0,linear,,"{'regressor__model__C': 10.0, 'regressor__model__epsilon': 1.0, 'regressor__model__kernel': 'linear'}",-21.561002398835306,-21.778805969974552,-22.426658713685654,-21.9541488484334,-21.78687158614127,-21.90149750341404,0.2907561488384155,28
log1p,1184.2385446548462,18.808771093066262,2.3026408672332765,0.19733632541702445,100.0,0.1,linear,,"{'regressor__model__C': 100.0, 'regressor__model__epsilon': 0.1, 'regressor__model__kernel': 'linear'}",-20.951552461450234,-21.156121121031614,-21.88075889400123,-21.356442326013173,-21.10375274010998,-21.28972550852125,0.32266657998637066,3
log1p,715.6130489826203,9.295060767760535,1.892663335800171,0.4815333855165414,100.0,0.5,linear,,"{'regressor__model__C': 100.0, 'regressor__model__epsilon': 0.5, 'regressor__model__kernel': 'linear'}",-21.014104240424956,-21.21135446464599,-21.9214862093508,-21.404703249192263,-21.184027971956596,-21.347135227114123,0.312775689016533,15
log1p,402.1034912109375,15.607618116453208,1.012558650970459,0.11978350167404983,100.0,1.0,linear,,"{'regressor__model__C': 100.0, 'regressor__model__epsilon': 1.0, 'regressor__model__kernel': 'linear'}",-21.55940170830661,-21.781015457682354,-22.42596852320788,-21.95413136161532,-21.785563704986824,-21.9012161511598,0.2908009215353107,25
log1p,24.52078847885132,0.46070889146146915,6.492745208740234,0.34177962391852873,0.1,0.1,rbf,scale,"{'regressor__model__C': 0.1, 'regressor__model__epsilon': 0.1, 'regressor__model__gamma': 'scale', 'regressor__model__kernel': 'rbf'}",-20.947373278730076,-21.135361743376677,-21.851412453757288,-21.3648664144096,-21.07160416508216,-21.27412361107116,0.31891422855130463,1
log1p,16.57895221710205,0.5307645489427087,4.306693506240845,0.4220627705977023,0.1,0.5,rbf,scale,"{'regressor__model__C': 0.1, 'regressor__model__epsilon': 0.5, 'regressor__model__gamma': 'scale', 'regressor__model__kernel': 'rbf'}",-20.999843161737903,-21.18865686729529,-21.896589564228094,-21.403799243908814,-21.155213885563775,-21.328820544546772,0.3117674492090482,9
log1p,9.649007606506348,0.43199338991608993,2.346227025985718,0.06788700468071146,0.1,1.0,rbf,scale,"{'regressor__model__C': 0.1, 'regressor__model__epsilon': 1.0, 'regressor__model__gamma': 'scale', 'regressor__model__kernel': 'rbf'}",-21.536418453202803,-21.743792208787312,-22.397607796654583,-21.937172528610454,-21.757247564555517,-21.87444771036213,0.2907581096644967,21
log1p,25.760232496261597,0.6132029045383731,6.6293881893157955,0.542189985140298,0.5,0.1,rbf,scale,"{'regressor__model__C': 0.5, 'regressor__model__epsilon': 0.1, 'regressor__model__gamma': 'scale', 'regressor__model__kernel': 'rbf'}",-20.97337139248327,-21.146779865518486,-21.84789135439927,-21.384396309744055,-21.0825188863345,-21.286991561695913,0.31110199859478954,2
log1p,22.322477293014526,4.080657837695603,4.564703798294067,0.20177245492085905,0.5,0.5,rbf,scale,"{'regressor__model__C': 0.5, 'regressor__model__epsilon': 0.5, 'regressor__model__gamma': 'scale', 'regressor__model__kernel': 'rbf'}",-21.036148009435898,-21.203009750382318,-21.906774744197914,-21.41958527470833,-21.16063860023019,-21.34523127579093,0.30682029521088566,10
